,timestamp,MagneticRotationSensor,Device
147,1746468284006,49.35010342543643,Background
148,1746468284067,49.28053072332517,Background
149,1746468284126,49.08238062653557,Background
150,1746468284186,49.06361069165556,Background
151,1746468284248,49.10943160443113,Background
152,1746468284306,49.109748120536594,Background
153,1746468284366,49.23851824787608,Background
154,1746468284426,49.32720629583615,Background
155,1746468284487,49.354407609770405,Background
156,1746468284546,49.16496795663704,Background
157,1746468284608,49.23969015115392,Background
158,1746468284668,49.340405650016464,Background
159,1746468284728,49.23379159102906,Background
160,1746468284786,49.194636965453,Background
161,1746468284847,49.14823326297616,Background
162,1746468284907,49.22802515826167,Background
163,1746468542346,131.20520167423163,Fridge
164,1746468542407,131.93962283027562,Fridge
165,1746468542466,132.21993644546794,Fridge
166,1746468542528,132.53787784429468,Fridge
167,1746468542586,133.74107046081713,Fridge
168,1746468542646,135.5851697714657,Fridge
169,1746468542707,135.5921497399691,Fridge
170,1746468542766,135.30740957189238,Fridge
171,1746468542826,134.38789878743853,Fridge
172,1746468542886,133.7366082146208,Fridge
173,1746468542949,133.41583895676533,Fridge
174,1746468543007,133.13456167090206,Fridge
175,1746468543066,131.8380302957813,Fridge
176,1746468543126,130.09073014190616,Fridge
177,1746468543188,129.31786987053042,Fridge
178,1746468543248,129.35347235729373,Fridge
179,1746468543307,129.24263437315187,Fridge
180,1746468543367,129.08941442756853,Fridge
181,1746468543427,128.9577684028876,Fridge
182,1746468543486,128.84145208661084,Fridge
183,1746468543546,128.80825052506515,Fridge
184,1746468543608,128.78740197692863,Fridge
185,1746468543666,129.07624057969744,Fridge
186,1746468543726,128.91175902333637,Fridge
187,1746468543786,129.04789287449782,Fridge
188,1746468543847,129.15939199940138,Fridge
189,1746468543907,129.27511219681665,Fridge
190,1746468543966,129.1646329642064,Fridge
191,1746468544027,128.91488430721571,Fridge
192,1746468544086,128.59359908793633,Fridge
193,1746468544146,128.17786931050466,Fridge
194,1746468544208,128.23522580605345,Fridge
195,1746468544267,128.27550080959392,Fridge
196,1746468544326,128.37603492058025,Fridge
197,1746468544386,128.64497703918644,Fridge
198,1746468544447,128.88996402655889,Fridge
199,1746468544506,129.2688324649744,Fridge
200,1746468544568,129.45688680982468,Fridge
201,1746468544626,129.60000817813645,Fridge
202,1746468544688,129.64140473026848,Fridge
203,1746468544746,129.7446485388243,Fridge
204,1746468544806,129.6116741563808,Fridge
205,1746468544866,130.30281546689986,Fridge
206,1746468544927,130.25022569186524,Fridge
207,1746468544987,130.25071694616193,Fridge
208,1746468545046,130.36633546464955,Fridge
209,1746468545107,130.4196021806227,Fridge
210,1746468545168,130.44385780530774,Fridge
211,1746468545227,130.6049629015981,Fridge
212,1746468545286,130.6953290610255,Fridge
213,1746468545348,129.77170298832476,Fridge
214,1746468545406,129.89942285738036,Fridge
215,1746468545467,129.9540019552854,Fridge
216,1746468545527,129.99085961047027,Fridge
217,1746468545587,130.19683370646126,Fridge
218,1746468545647,130.13091397750267,Fridge
219,1746468545707,130.29883480343614,Fridge
220,1746468545769,130.35093660012654,Fridge
221,1746468545826,130.66258297793385,Fridge
222,1746468545886,130.76457667003288,Fridge
223,1746468545946,130.81018365344704,Fridge
224,1746468546007,130.93153229370878,Fridge
225,1746468546066,130.89988048039243,Fridge
226,1746468546127,131.0871970436444,Fridge
227,1746468546186,130.74764893677312,Fridge
228,1746468546246,130.70670158894703,Fridge
229,1746468546306,130.47667257782956,Fridge
230,1746468546366,130.26171947628077,Fridge
231,1746468546428,130.18260198125571,Fridge
232,1746468546487,130.14171458541787,Fridge
233,1746468546547,129.98923247932083,Fridge
234,1746468546606,130.048879548225,Fridge
235,1746468546668,130.0510151060696,Fridge
236,1746468546728,130.19799549097957,Fridge
237,1746468546787,130.30639938017416,Fridge
238,1746468546849,130.60559411275912,Fridge
239,1746468546906,130.77164421636172,Fridge
240,1746468546967,130.82618719903945,Fridge
241,1746468547027,130.83931680776422,Fridge
242,1746468547087,130.9496101069799,Fridge
243,1746468547147,131.10171761670378,Fridge
244,1746468547206,131.08828220229375,Fridge
245,1746468547266,131.26268756475667,Fridge
246,1746468547327,131.337613995455,Fridge
247,1746468547387,131.522355853854,Fridge
248,1746468547448,131.53970433261125,Fridge
249,1746468547508,131.76974794036826,Fridge
250,1746468547567,131.77102458946484,Fridge
251,1746468547627,131.55450916622777,Fridge
252,1746468547688,131.54227442489346,Fridge
253,1746468547748,131.28607686378345,Fridge
254,1746468547806,131.06445255974296,Fridge
255,1746468547866,130.78006862553957,Fridge
256,1746468547926,130.6689111596391,Fridge
257,1746468547986,130.4991999459669,Fridge
258,1746468548047,130.3858617424098,Fridge
259,1746468548106,130.45933707565183,Fridge
260,1746468548168,130.36833001382828,Fridge
261,1746468548227,130.52088332267218,Fridge
262,1746468548286,130.54184712969126,Fridge
263,1746468548347,130.50051325584803,Fridge
264,1746468548407,130.36401659292372,Fridge
265,1746468548466,130.2460881892392,Fridge
266,1746468548526,130.08750647051133,Fridge
267,1746468548589,129.99073010860965,Fridge
268,1746468548648,129.91182242455156,Fridge
269,1746468548706,129.68555190849077,Fridge
270,1746468548768,129.66289741032895,Fridge
271,1746468548828,129.57346093413582,Fridge
272,1746468548886,129.83872870580657,Fridge
273,1746468548948,129.7397507824909,Fridge
274,1746468549006,129.75088232361264,Fridge
275,1746468549067,129.6195935416539,Fridge
276,1746468549127,129.68858975221508,Fridge
277,1746468549186,129.73396839653347,Fridge
278,1746468549248,129.61570680215837,Fridge
279,1746468549306,129.63572676492524,Fridge
280,1746468549366,129.51365670467794,Fridge
281,1746468549426,129.91291335619815,Fridge
282,1746468549487,129.99649906954278,Fridge
283,1746468549547,130.12886817391896,Fridge
284,1746468549607,130.16904698200145,Fridge
285,1746468549666,130.34416312944526,Fridge
286,1746468549726,130.26778510126732,Fridge
287,1746468549787,130.3034555375754,Fridge
288,1746468549847,130.11882947322064,Fridge
289,1746468549908,129.89360462594868,Fridge
290,1746468549966,129.9349489085735,Fridge
291,1746468550026,130.08955666257432,Fridge
292,1746468550086,130.0785608491661,Fridge
293,1746468550149,130.13254572314554,Fridge
294,1746468550208,130.3860976700731,Fridge
295,1746468550267,130.61836905229256,Fridge
296,1746468550326,130.92692057714686,Fridge
297,1746468550386,131.15929876911315,Fridge
298,1746468550447,131.17034067555085,Fridge
299,1746468550508,131.1350960056855,Fridge
300,1746468550568,131.1450542243696,Fridge
301,1746468550626,131.15168385490745,Fridge
302,1746468550686,131.11195895097546,Fridge
303,1746468550746,130.98528440231556,Fridge
304,1746468550808,130.9080141932034,Fridge
305,1746468550867,130.77586556298922,Fridge
306,1746468550926,130.8941045336812,Fridge
307,1746468550988,130.94997965393958,Fridge
308,1746468551047,131.0111504802381,Fridge
309,1746468551106,130.9000468903236,Fridge
310,1746468551167,130.97777716928624,Fridge
311,1746468551228,131.0446619280895,Fridge
312,1746468551287,131.02402942487157,Fridge
313,1746468551346,130.9830687791743,Fridge
314,1746468551406,130.87187598702695,Fridge
315,1746468551467,130.77833879751432,Fridge
316,1746468551526,130.72742613382158,Fridge
317,1746468551586,130.83371699692185,Fridge
318,1746468551648,130.87440879628844,Fridge
319,1746468551707,130.7919898893317,Fridge
320,1746468551768,130.79301130589957,Fridge
321,1746468551826,131.0411266233485,Fridge
322,1746468551887,131.0596265379519,Fridge
323,1746468551946,131.20347171770345,Fridge
324,1746468552007,131.21728959310403,Fridge
325,1746468552066,131.1844939216885,Fridge
326,1746468552126,131.0750250329679,Fridge
327,1746468552186,131.12460382275117,Fridge
328,1746468552247,131.28136098572898,Fridge
329,1746468552307,131.11895682082866,Fridge
330,1746468552367,131.1402432552977,Fridge
331,1746468552426,131.5089543435076,Fridge
332,1746468552486,131.89068712012272,Fridge
333,1746468552547,131.92971657727458,Fridge
334,1746468552606,131.8831740157679,Fridge
335,1746468552668,131.84671382165513,Fridge
336,1746468552727,131.84317542205716,Fridge
337,1746468552786,131.72462956815755,Fridge
338,1746468552847,131.66919798767333,Fridge
339,1746468552906,131.14183563474705,Fridge
340,1746468552968,130.80489044557902,Fridge
341,1746468553026,130.89013855365522,Fridge
342,1746468553086,130.98264306270494,Fridge
343,1746468553146,131.07876217731717,Fridge
344,1746468553207,131.00556449170332,Fridge
345,1746468553266,131.16409627786882,Fridge
346,1746468553327,131.2681016880654,Fridge
347,1746468553388,131.4709236129258,Fridge
348,1746468553447,131.50190328158126,Fridge
349,1746468553506,131.36692131020334,Fridge
350,1746468553566,131.37882311531143,Fridge
351,1746468553628,131.3665248662487,Fridge
352,1746468553687,131.346331050394,Fridge
353,1746468553746,131.28545158793682,Fridge
354,1746468553807,131.18300367591212,Fridge
355,1746468553866,131.28056005356228,Fridge
356,1746468553926,131.33453033083612,Fridge
357,1746468670168,54.42955344023612,Laptop
358,1746468670226,54.80202058857288,Laptop
359,1746468670287,54.62053010150093,Laptop
360,1746468670346,54.81974634746649,Laptop
361,1746468670407,55.1317626139629,Laptop
362,1746468670466,54.73318062069651,Laptop
363,1746468670526,55.06761904520532,Laptop
364,1746468670588,55.01105319033817,Laptop
365,1746468670646,54.95357485468015,Laptop
366,1746468670706,55.01727313506057,Laptop
367,1746468670768,54.85700678881948,Laptop
368,1746468670828,54.602721683556446,Laptop
369,1746468670886,54.864675882987015,Laptop
370,1746468670946,54.98389490852945,Laptop
371,1746468671006,54.8547546512353,Laptop
372,1746468671067,55.75736922778604,Laptop
373,1746468671128,56.32791855370828,Laptop
374,1746468671186,56.32204655448284,Laptop
375,1746468671248,57.72801536927964,Laptop
376,1746468671306,58.42034698095976,Laptop
377,1746468671367,58.82320434368467,Laptop
378,1746468671429,59.854458505755815,Laptop
379,1746468671487,60.69003201829384,Laptop
380,1746468671546,60.760288605298165,Laptop
381,1746468671606,61.12830729442027,Laptop
382,1746468671666,62.182231047794886,Laptop
383,1746468671727,62.49121024198296,Laptop
384,1746468671787,63.143624950754486,Laptop
385,1746468671847,64.32790968952743,Laptop
386,1746468671907,65.85891602086798,Laptop
387,1746468671966,66.97480920887826,Laptop
388,1746468672027,69.01558423825063,Laptop
389,1746468672087,71.26607503873957,Laptop
390,1746468672147,72.78826287077175,Laptop
391,1746468672206,74.48308953121268,Laptop
392,1746468672267,76.62582036909383,Laptop
393,1746468672329,77.82845857790583,Laptop
394,1746468672388,78.39131487016652,Laptop
395,1746468672447,79.45459293558407,Laptop
396,1746468672507,79.29139733350146,Laptop
397,1746468672568,78.63294292151475,Laptop
398,1746468672626,78.50929742413429,Laptop
399,1746468672687,77.81453852122712,Laptop
400,1746468672747,76.84545780497875,Laptop
401,1746468672808,76.29555017958937,Laptop
402,1746468672866,75.49321118295236,Laptop
403,1746468672927,74.64325448834528,Laptop
404,1746468672988,74.17040142610205,Laptop
405,1746468673047,73.82095014012756,Laptop
406,1746468673106,73.18482300810089,Laptop
407,1746468673166,72.67465064003697,Laptop
408,1746468673228,72.01004488282919,Laptop
409,1746468673287,71.33479693409974,Laptop
410,1746468673346,70.93910452018744,Laptop
411,1746468673406,70.56700507743236,Laptop
412,1746468673466,70.0297657222818,Laptop
413,1746468673526,69.51828714931024,Laptop
414,1746468673586,69.2732583522064,Laptop
415,1746468673647,69.20458725105124,Laptop
416,1746468673706,69.2221916801294,Laptop
417,1746468673766,69.28136752107046,Laptop
418,1746468673826,69.22184778679407,Laptop
419,1746468673888,69.19908793939177,Laptop
420,1746468673947,69.17556520133957,Laptop
421,1746468674006,69.1165866554304,Laptop
422,1746468674067,68.89189182375596,Laptop
423,1746468674126,68.4398535962841,Laptop
424,1746468674186,68.24518494938981,Laptop
425,1746468674248,68.21637169627942,Laptop
426,1746468674307,68.29590553134973,Laptop
427,1746468674367,68.26234855666495,Laptop
428,1746468674426,68.18279536775258,Laptop
429,1746468674486,68.07945536026499,Laptop
430,1746468674548,68.00479591956467,Laptop
431,1746468674607,68.0254608555065,Laptop
432,1746468674666,68.17793440541462,Laptop
433,1746468674728,67.97712847887142,Laptop
434,1746468674786,67.52275351742327,Laptop
435,1746468674846,67.0758329675661,Laptop
436,1746468674906,66.75616103488625,Laptop
437,1746468674967,66.8693494112593,Laptop
438,1746468675027,66.65517811048838,Laptop
439,1746468675086,66.44444799156182,Laptop
440,1746468675146,65.75640134726002,Laptop
441,1746468675206,65.18358251593848,Laptop
442,1746468675266,64.9665209251567,Laptop
443,1746468675326,64.8389056630877,Laptop
444,1746468675388,64.72236509374709,Laptop
445,1746468675446,64.65493444764672,Laptop
446,1746468675507,64.61799124045251,Laptop
447,1746468675582,64.54761326009611,Laptop
448,1746468675627,64.52282911186359,Laptop
449,1746468675686,64.43873518454618,Laptop
450,1746468675746,64.38367114799517,Laptop
451,1746468675807,64.50214331747438,Laptop
452,1746468675866,64.45920917650376,Laptop
453,1746468675926,64.21394661931154,Laptop
454,1746468675986,64.03841862798707,Laptop
455,1746468676049,64.10566992295034,Laptop
456,1746468676107,64.22354523112571,Laptop
457,1746468676168,64.41962823188655,Laptop
458,1746468676226,64.67127939112659,Laptop
459,1746468676286,64.8737688499013,Laptop
460,1746468676346,65.25290174872188,Laptop
461,1746468676407,65.32565510253816,Laptop
462,1746468676467,66.00375441753245,Laptop
463,1746468676526,66.4338361922016,Laptop
464,1746468676586,66.95344432143074,Laptop
465,1746468676647,67.66237388477876,Laptop
466,1746468676708,67.84905370450872,Laptop
467,1746468676766,68.06869126085216,Laptop
468,1746468676826,68.46178166533427,Laptop
469,1746468676887,68.76807408741293,Laptop
470,1746468676946,68.6376698892534,Laptop
471,1746468677006,68.28966153623895,Laptop
472,1746468677066,68.28943388346195,Laptop
473,1746468677129,68.52851457545542,Laptop
474,1746468677186,68.74048371496234,Laptop
475,1746468677247,69.19855252878564,Laptop
476,1746468677306,69.07862981356844,Laptop
477,1746468677367,69.3227067276785,Laptop
478,1746468677426,69.97216781821399,Laptop
479,1746468677486,70.35933087331682,Laptop
480,1746468677546,70.73746334758515,Laptop
481,1746468677606,71.08334880317383,Laptop
482,1746468677666,71.09174652422308,Laptop
483,1746468677726,70.96581384458243,Laptop
484,1746468677787,70.64305880448985,Laptop
485,1746468677847,70.5053219613684,Laptop
486,1746468677907,69.85162787445161,Laptop
487,1746468677966,69.54132449038666,Laptop
488,1746468678027,69.32028558364921,Laptop
489,1746468678086,68.58578472485006,Laptop
490,1746468678147,68.4728100828643,Laptop
491,1746468678207,68.25006064506616,Laptop
492,1746468678266,68.35121437764579,Laptop
493,1746468678327,68.21303796708096,Laptop
494,1746468678386,67.96955751073561,Laptop
495,1746468678448,67.94097022254043,Laptop
496,1746468678506,67.43099348387345,Laptop
497,1746468678566,67.19614535264992,Laptop
498,1746468678630,67.56146753021605,Laptop
499,1746468678686,67.42872151966067,Laptop
500,1746468678746,67.40071064096152,Laptop
501,1746468678806,67.70486190701959,Laptop
502,1746468678867,67.86253902239551,Laptop
503,1746468678927,68.28961642042529,Laptop
504,1746468678987,68.55862639352463,Laptop
505,1746468679046,68.72913832473606,Laptop
506,1746468679108,68.50197766706964,Laptop
507,1746468679166,68.21654781287243,Laptop
508,1746468679228,68.51917152619606,Laptop
509,1746468679287,68.17097316868515,Laptop
510,1746468679346,68.19395750390224,Laptop
511,1746468679407,67.86029545524488,Laptop
512,1746468679466,67.61223475911468,Laptop
513,1746468679529,67.72038079199795,Laptop
514,1746468679586,67.58601692555754,Laptop
515,1746468679647,67.68852957832765,Laptop
516,1746468679706,67.61179027925398,Laptop
517,1746468679767,67.39781478447362,Laptop
518,1746468679827,66.9439337302914,Laptop
519,1746468679887,66.54234638469703,Laptop
520,1746468679948,65.55766550183942,Laptop
521,1746468680006,64.7014035819986,Laptop
522,1746468680066,63.0665867033097,Laptop
523,1746468680126,60.49040429958467,Laptop
524,1746468680188,59.74079920320355,Laptop
525,1746468680247,58.05555942562878,Laptop
526,1746468680306,55.81934684098612,Laptop
527,1746468680367,54.31589564657701,Laptop
528,1746468680430,52.45592391004672,Laptop
529,1746468680489,49.20923735747787,Laptop
530,1746468680546,49.32265183011597,Laptop
531,1746468680608,47.00356257409792,Laptop
532,1746468680668,45.43015658211707,Laptop
533,1746468680727,44.191226795351184,Laptop
534,1746468680787,42.772223670186605,Laptop
535,1746468680848,42.72544712990044,Laptop
536,1746468680906,41.32320721782413,Laptop
537,1746468680966,42.15754865143391,Laptop
538,1746468681026,40.77919949885936,Laptop
539,1746468681086,41.19643195029146,Laptop
540,1746468681146,40.71628585409115,Laptop
541,1746468681206,40.42619353524718,Laptop
542,1746468681267,41.606138462503445,Laptop
543,1746468681326,40.525398800780415,Laptop
544,1746468681387,41.59932809903795,Laptop
545,1746468681447,41.89182525457671,Laptop
546,1746468681507,42.04007606099759,Laptop
547,1746468681566,43.50427723639662,Laptop
548,1746468681626,44.15383678199786,Laptop
549,1746468681688,45.56379898665592,Laptop
550,1746468681747,46.46480284216919,Laptop
551,1746468681806,47.8600550003016,Laptop
552,1746468681866,48.90907010050484,Laptop
553,1746468681928,49.88975635022056,Laptop
554,1746468681987,51.03729852710905,Laptop
555,1746468682049,51.518400090232696,Laptop
556,1746468682107,51.64696811190541,Laptop
557,1746468682167,51.91158634110177,Laptop
558,1746468682227,51.79559117627491,Laptop
559,1746468682286,51.979307998605336,Laptop
560,1746468682349,52.38821981218163,Laptop
561,1746468682407,52.26554203919819,Laptop
562,1746468682466,52.46036451441376,Laptop
563,1746468682526,52.87382351804216,Laptop
564,1746468682588,53.43765328154423,Laptop
565,1746468682647,53.92412566084994,Laptop
566,1746468682708,54.48617604754732,Laptop
567,1746468682766,55.61246946881255,Laptop
568,1746468682828,56.60692055612411,Laptop
569,1746468682887,57.81987458111561,Laptop
570,1746468682946,58.76923265576416,Laptop
571,1746468683008,59.1183135696185,Laptop
572,1746468683066,59.71084151573109,Laptop
573,1746468683126,59.91485642507421,Laptop
574,1746468683187,60.15022601146998,Laptop
575,1746468683248,59.92881261599467,Laptop
576,1746468683307,59.37547907989371,Laptop
577,1746468683367,58.73870009174354,Laptop
578,1746468683427,58.01841630807865,Laptop
579,1746468683487,57.34495720206424,Laptop
580,1746468683546,56.22969058578453,Laptop
581,1746468683609,54.48626847150356,Laptop
582,1746468683667,52.19163192234782,Laptop
583,1746468683726,49.36067479790541,Laptop
584,1746468683786,45.80339495809719,Laptop
585,1746468683847,41.88836114548065,Laptop
586,1746468683907,37.4891907669689,Laptop
587,1746468683967,32.68956690137881,Laptop
588,1746468684029,28.14855989504212,Laptop
589,1746468684087,24.699324706919867,Laptop
590,1746468684146,23.353160885768357,Laptop
591,1746468684206,25.253389452397048,Laptop
592,1746468684266,30.300547099220037,Laptop
593,1746468684328,38.34428368810261,Laptop
594,1746468684387,49.18024030776808,Laptop
595,1746468684447,62.47687333196036,Laptop
596,1746468684507,77.40282377028652,Laptop
597,1746468684567,94.62426110587644,Laptop
598,1746468684627,114.753757871044,Laptop
599,1746468684686,136.81204025505014,Laptop
600,1746468684748,160.01360832315075,Laptop
601,1746468684807,184.37057223925217,Laptop
602,1746468684866,208.63154872853383,Laptop
603,1746468684927,234.1625904564269,Laptop
604,1746468684988,259.56207811695623,Laptop
605,1746468685047,285.338138487863,Laptop
606,1746468685106,310.7670641355308,Laptop
607,1746468685169,337.26868800864435,Laptop
608,1746468685227,365.09234564067975,Laptop
609,1746468685287,393.3232738877192,Laptop
610,1746468685347,422.5298187344024,Laptop
611,1746468685408,449.6385535761556,Laptop
612,1746468685466,475.7686840328696,Laptop
613,1746468685527,498.9558929700116,Laptop
614,1746468685587,520.4624736163347,Laptop
615,1746468685647,541.7636070805218,Laptop
616,1746468685706,563.0473388852224,Laptop
617,1746468685767,584.7401390236555,Laptop
618,1746468685828,605.6487131002398,Laptop
619,1746468685886,626.491515621754,Laptop
620,1746468685946,648.1658718780276,Laptop
621,1746468686007,672.8117079330448,Laptop
622,1746468686071,698.8985082619582,Laptop
623,1746468686128,723.3079775354494,Laptop
624,1746468686186,747.0581777402953,Laptop
625,1746468686247,771.5985764284203,Laptop
626,1746468686307,795.9947800095414,Laptop
627,1746468686367,822.7434160874284,Laptop
628,1746468686426,852.8104150416134,Laptop
629,1746468686487,883.2395613308823,Laptop
630,1746468686546,913.184275038972,Laptop
631,1746468686606,944.1245569694328,Laptop
632,1746468686666,973.0839760708128,Laptop
633,1746468686729,1000.2632410733904,Laptop
634,1746468686788,1030.143383906312,Laptop
635,1746468686846,1056.763272749299,Laptop
636,1746468686908,1076.9996880863462,Laptop
637,1746468686967,1092.0142954464952,Laptop
638,1746468687026,1101.3794211056088,Laptop
639,1746468687088,1102.698391337246,Laptop
640,1746468687147,1099.495468961897,Laptop
641,1746468687207,1088.1278257043082,Laptop
642,1746468687267,1064.354739540264,Laptop
643,1746468687327,1029.8718192588933,Laptop
644,1746468687388,987.9733206503676,Laptop
645,1746468687447,941.7161983174792,Laptop
646,1746468687506,890.3779772014301,Laptop
647,1746468687568,835.0130946535137,Laptop
648,1746468687626,774.590367911959,Laptop
649,1746468687687,713.3459363415642,Laptop
650,1746468687746,653.4690440998974,Laptop
651,1746468687808,597.9434367394085,Laptop
652,1746468687866,547.0542239600064,Laptop
653,1746468687927,499.8297950871421,Laptop
654,1746468687986,461.4636762988274,Laptop
655,1746468688047,434.0208917523893,Laptop
656,1746468688107,419.6393394975098,Laptop
657,1746468688166,420.5862943073247,Laptop
658,1746468688228,441.0599715925408,Laptop
659,1746468688286,486.0414015308231,Laptop
660,1746468688347,561.6146911394194,Laptop
661,1746468688407,665.2323365906483,Laptop
662,1746468688468,795.6092914783851,Laptop
663,1746468688527,943.7007328946996,Laptop
664,1746468688586,1099.5428609061446,Laptop
665,1746468688649,1255.6965105299166,Laptop
666,1746468688706,1393.13072568195,Laptop
667,1746468688766,1491.5917190331118,Laptop
668,1746468688827,1529.745131034355,Laptop
669,1746468688887,1512.6067143687308,Laptop
670,1746468688947,1441.205870445839,Laptop
671,1746468689007,1315.442444977287,Laptop
672,1746468689066,1150.7571143479,Laptop
673,1746468689127,965.6949835670852,Laptop
674,1746468689186,781.6943426540661,Laptop
675,1746468689248,618.7062642882,Laptop
676,1746468689308,496.5725422331548,Laptop
677,1746468689366,412.4732268251569,Laptop
678,1746468689426,355.1735910697968,Laptop
679,1746468689486,314.1239791570578,Laptop
