timestamp,MagneticRotationSensor
1746468309686,155.22368440554376
1746468309747,154.4818576530399
1746468309806,154.34103702174357
1746468309866,154.3460286871919
1746468309926,153.43993444836852
1746468309986,153.2911647749101
1746468310048,153.45703530554053
1746468310106,153.86310176978085
1746468310167,154.7513271401833
1746468310229,155.6761562848313
1746468310287,156.01470245064138
1746468310346,155.85380951376177
1746468310406,156.85675211732342
1746468310467,157.13886462201657
1746468310527,157.27522005794364
1746468310586,157.37653397769242
1746468310646,157.42785140754225
1746468310708,157.40101012077878
1746468310767,157.40708832236405
1746468310826,157.62297869022336
1746468310887,157.5857556103486
1746468310947,157.50286574363298
1746468311006,157.48381273832572
1746468311066,157.51209684578743
1746468311127,157.6113542730681
1746468311188,157.69672647796574
1746468311247,157.67718595536675
1746468311306,157.76219025761247
1746468311368,157.88572982044616
1746468311426,157.95159685540395
1746468311486,157.9827623278097
1746468311546,157.87795160103275
1746468311607,157.92242319720188
1746468311666,158.00569700807736
1746468311726,158.2002268867942
1746468311786,158.35080263122916
1746468311847,158.31537829608217
1746468311906,158.38147220250517
1746468311967,158.44904920317418
1746468312028,158.68882012865726
1746468312086,158.6228624610181
1746468312148,158.57746391300674
1746468312206,158.48961301323655
1746468312267,158.48362368460047
1746468312326,158.49561098821044
1746468312386,158.5294356967242
1746468312447,158.64377093417008
1746468312506,158.57961668706113
1746468312567,158.6321604383229
1746468312626,158.73865700459385
1746468312687,158.77504740936422
1746468312747,158.71636306053935
1746468312807,158.84950196320494
1746468312866,158.88853659400877
1746468312927,158.8564480250036
1746468312986,158.8965049748799
1746468313046,159.00790302671962
1746468313107,159.11618760245844
1746468313166,159.2345026776979
1746468313227,159.27024015862648
1746468313286,159.18527931192114
1746468313349,159.22706316627847
1746468313407,159.26565768194874
1746468313466,159.2079468244595
1746468313526,159.21791348061834
1746468313586,159.08355369519975
1746468313646,158.83677103423676
1746468313707,158.7982485651174
1746468313768,158.67046865180933
1746468313826,158.5634432583647
1746468313886,158.53129839607126
1746468313947,158.5745418183231
1746468314009,158.60876336005447
1746468314067,158.71264545469768
1746468314126,158.96817697582617
1746468314187,159.1014422051613
1746468314246,159.34445779736376
1746468314306,159.2971506915512
1746468314367,159.20419173239443
1746468314427,159.0673044723654
1746468314486,158.74968479418098
1746468314546,158.70843321922868
1746468314606,158.5191565437373
1746468314667,158.5290399573529
1746468314726,157.85077878989435
1746468314786,157.42984909846697
1746468314847,157.4321369712403
1746468314906,157.46783578771218
1746468314968,157.39124578416966
1746468315026,157.2278493734945
1746468315087,157.18382958424306
1746468315146,157.1465015752628
1746468315207,157.7154126744152
1746468315266,158.25198803080076
1746468315326,158.14941877869782
1746468315386,158.08516604564045
1746468315446,158.26039518151032
1746468315507,158.43488798952154
1746468315566,158.52609161818674
1746468315626,158.57385791756792
1746468315686,158.7005626320105
1746468315747,158.61991002342825
1746468315806,158.6423492737816
1746468315866,158.7722995202257
1746468315927,158.7944218081395
1746468315986,158.81643796909256
1746468316047,158.7777089528565
1746468316107,158.7215284977009
1746468316168,158.8542777830906
1746468316227,159.05146326526477
1746468316286,159.22749593403404
1746468316346,159.1559562032428
1746468316407,159.16853670419852
1746468316466,159.15740640083104
1746468316527,159.29493371627015
1746468316587,159.32411624172764
1746468316646,159.1549149310707
1746468316707,159.18596059243583
1746468316767,159.15357297595241
1746468316828,159.0976312947393
1746468316887,159.16338240735342
1746468316946,159.17606506245988
1746468317007,159.14642351079627
1746468317067,159.12911122897216
1746468317126,159.2597139057453
1746468317187,159.1600129800663
1746468317247,159.16792822462926
1746468317306,159.3058512627806
1746468317366,159.40263285483246
1746468317426,159.48976143122346
1746468317488,159.67333525067147
1746468317546,159.75348451279598
1746468317606,159.69808546780672
1746468317667,159.76837121564728
1746468317726,159.84944289905826
1746468317786,159.97304196223573
1746468317846,159.9697862016043
1746468317907,159.9579277691972
1746468317967,159.85207352805045
1746468318026,159.92776083519868
1746468318087,159.8940723704469
1746468318147,159.94299621654844
1746468318206,159.96033001738985
1746468318266,160.07652810439896
1746468318327,160.2708474693688
1746468318386,160.42608814904855
1746468318446,160.54490136049174
1746468318506,160.59574556060642
1746468318567,160.79734359578046
1746468318625,160.7709553405033
1746468318686,160.90754459950134
1746468318747,160.8675685718919
1746468318807,160.4928172140672
1746468318866,160.21166232278432
1746468318926,160.19846266440183
1746468318988,160.2177703269442
1746468319047,160.21992589984458
1746468319106,160.31102966633733
1746468319167,160.30573225361266
1746468319228,160.39505400462605
1746468319286,160.59361201844368
1746468319348,160.75059305605228
1746468319408,160.77705790089928
1746468319467,160.73191293165206
1746468319527,160.676246161026
1746468319586,160.60748761906345
1746468319648,160.5429220907928
1746468319706,160.32755531623985
1746468319766,160.19948716146308
1746468319827,160.17677043595316
1746468319887,160.13653904404185
1746468319946,160.13907390643925
1746468320006,160.00050866512584
1746468320067,160.0354284045605
1746468320128,159.95860490050367
1746468320187,160.01592169250765
1746468320246,160.11482964747063
1746468320308,160.05825625622828
1746468320366,159.87810562059727
1746468320426,159.805026711152
1746468320486,159.84435242230074
1746468320546,159.77510014084555
1746468320607,159.75389921701787
1746468320670,159.73108181822008
1746468320728,159.78773857677248
1746468320786,159.71986731675634
1746468320846,159.73789327204244
