timestamp,MagneticRotationSensor
1746468670168,54.42955344023612
1746468670226,54.80202058857288
1746468670287,54.62053010150093
1746468670346,54.81974634746649
1746468670407,55.1317626139629
1746468670466,54.73318062069651
1746468670526,55.06761904520532
1746468670588,55.01105319033817
1746468670646,54.95357485468015
1746468670706,55.01727313506057
1746468670768,54.85700678881948
1746468670828,54.602721683556446
1746468670886,54.864675882987015
1746468670946,54.98389490852945
1746468671006,54.854754651235304
1746468671067,55.75736922778604
1746468671128,56.32791855370828
1746468671186,56.32204655448284
1746468671248,57.72801536927964
1746468671306,58.42034698095976
1746468671367,58.82320434368467
1746468671429,59.854458505755815
1746468671487,60.69003201829384
1746468671546,60.760288605298165
1746468671606,61.12830729442027
1746468671666,62.182231047794886
1746468671727,62.491210241982955
1746468671787,63.143624950754486
1746468671847,64.32790968952743
1746468671907,65.85891602086798
1746468671966,66.97480920887826
1746468672027,69.01558423825063
1746468672087,71.26607503873957
1746468672147,72.78826287077175
1746468672206,74.48308953121268
1746468672267,76.62582036909383
1746468672329,77.82845857790583
1746468672388,78.39131487016652
1746468672447,79.45459293558407
1746468672507,79.29139733350146
1746468672568,78.63294292151475
1746468672626,78.50929742413429
1746468672687,77.81453852122712
1746468672747,76.84545780497875
1746468672808,76.29555017958937
1746468672866,75.49321118295236
1746468672927,74.64325448834528
1746468672988,74.17040142610205
1746468673047,73.82095014012756
1746468673106,73.18482300810089
1746468673166,72.67465064003697
1746468673228,72.01004488282919
1746468673287,71.33479693409974
1746468673346,70.93910452018744
1746468673406,70.56700507743236
1746468673466,70.0297657222818
1746468673526,69.51828714931024
1746468673586,69.2732583522064
1746468673647,69.20458725105124
1746468673706,69.2221916801294
1746468673766,69.28136752107046
1746468673826,69.22184778679407
1746468673888,69.19908793939177
1746468673947,69.17556520133957
1746468674006,69.1165866554304
1746468674067,68.89189182375596
1746468674126,68.4398535962841
1746468674186,68.24518494938981
1746468674248,68.21637169627942
1746468674307,68.29590553134973
1746468674367,68.26234855666495
1746468674426,68.18279536775258
1746468674486,68.07945536026499
1746468674548,68.00479591956467
1746468674607,68.0254608555065
1746468674666,68.17793440541462
1746468674728,67.97712847887142
1746468674786,67.52275351742327
1746468674846,67.0758329675661
1746468674906,66.75616103488625
1746468674967,66.8693494112593
1746468675027,66.65517811048838
1746468675086,66.44444799156182
1746468675146,65.75640134726002
1746468675206,65.18358251593848
1746468675266,64.9665209251567
1746468675326,64.8389056630877
1746468675388,64.72236509374709
1746468675446,64.65493444764672
1746468675507,64.61799124045251
1746468675582,64.54761326009611
1746468675627,64.52282911186359
1746468675686,64.43873518454618
1746468675746,64.38367114799517
1746468675807,64.50214331747438
1746468675866,64.45920917650376
1746468675926,64.21394661931154
1746468675986,64.03841862798707
1746468676049,64.10566992295034
1746468676107,64.22354523112571
1746468676168,64.41962823188655
1746468676226,64.67127939112659
1746468676286,64.8737688499013
1746468676346,65.25290174872188
1746468676407,65.32565510253816
1746468676467,66.00375441753245
1746468676526,66.4338361922016
1746468676586,66.95344432143074
1746468676647,67.66237388477876
1746468676708,67.84905370450872
1746468676766,68.06869126085216
1746468676826,68.46178166533427
1746468676887,68.76807408741293
1746468676946,68.6376698892534
1746468677006,68.28966153623895
1746468677066,68.28943388346195
1746468677129,68.52851457545542
1746468677186,68.74048371496234
1746468677247,69.19855252878564
1746468677306,69.07862981356844
1746468677367,69.3227067276785
1746468677426,69.97216781821399
1746468677486,70.35933087331682
1746468677546,70.73746334758515
1746468677606,71.08334880317383
1746468677666,71.09174652422308
1746468677726,70.96581384458243
1746468677787,70.64305880448985
1746468677847,70.5053219613684
1746468677907,69.85162787445161
1746468677966,69.54132449038666
1746468678027,69.32028558364921
1746468678086,68.58578472485006
1746468678147,68.4728100828643
1746468678207,68.25006064506616
1746468678266,68.35121437764579
1746468678327,68.21303796708096
1746468678386,67.96955751073561
1746468678448,67.94097022254043
1746468678506,67.43099348387345
1746468678566,67.19614535264992
1746468678630,67.56146753021605
1746468678686,67.42872151966067
1746468678746,67.40071064096152
1746468678806,67.70486190701959
1746468678867,67.86253902239551
1746468678927,68.28961642042529
1746468678987,68.55862639352463
1746468679046,68.72913832473606
1746468679108,68.50197766706964
1746468679166,68.21654781287243
1746468679228,68.51917152619606
1746468679287,68.17097316868515
1746468679346,68.19395750390224
1746468679407,67.86029545524488
1746468679466,67.61223475911468
1746468679529,67.72038079199795
1746468679586,67.58601692555754
1746468679647,67.68852957832765
1746468679706,67.61179027925398
1746468679767,67.39781478447362
1746468679827,66.9439337302914
1746468679887,66.54234638469703
1746468679948,65.55766550183942
1746468680006,64.7014035819986
1746468680066,63.0665867033097
1746468680126,60.49040429958467
1746468680188,59.74079920320355
1746468680247,58.05555942562878
1746468680306,55.81934684098612
1746468680367,54.31589564657701
1746468680430,52.455923910046714
1746468680489,49.20923735747787
1746468680546,49.32265183011597
1746468680608,47.00356257409792
1746468680668,45.43015658211707
1746468680727,44.191226795351184
1746468680787,42.772223670186605
1746468680848,42.72544712990044
1746468680906,41.323207217824134
1746468680966,42.157548651433906
1746468681026,40.779199498859356
1746468681086,41.19643195029146
1746468681146,40.71628585409115
1746468681206,40.42619353524718
1746468681267,41.606138462503445
1746468681326,40.525398800780415
1746468681387,41.59932809903795
1746468681447,41.89182525457671
1746468681507,42.04007606099759
1746468681566,43.50427723639662
1746468681626,44.15383678199786
1746468681688,45.56379898665592
1746468681747,46.46480284216919
1746468681806,47.8600550003016
1746468681866,48.90907010050484
1746468681928,49.88975635022056
1746468681987,51.03729852710905
1746468682049,51.518400090232696
1746468682107,51.64696811190541
1746468682167,51.91158634110177
1746468682227,51.79559117627491
1746468682286,51.979307998605336
1746468682349,52.38821981218163
1746468682407,52.26554203919819
1746468682466,52.46036451441376
1746468682526,52.87382351804216
1746468682588,53.43765328154423
1746468682647,53.92412566084994
1746468682708,54.48617604754732
1746468682766,55.61246946881255
1746468682828,56.60692055612411
1746468682887,57.81987458111561
1746468682946,58.76923265576416
1746468683008,59.1183135696185
1746468683066,59.71084151573109
1746468683126,59.91485642507421
1746468683187,60.15022601146998
1746468683248,59.92881261599467
1746468683307,59.37547907989371
1746468683367,58.73870009174354
1746468683427,58.01841630807865
1746468683487,57.34495720206424
1746468683546,56.22969058578453
1746468683609,54.48626847150356
1746468683667,52.19163192234782
1746468683726,49.36067479790541
1746468683786,45.803394958097186
1746468683847,41.88836114548065
1746468683907,37.4891907669689
1746468683967,32.68956690137881
1746468684029,28.148559895042116
1746468684087,24.699324706919867
1746468684146,23.353160885768354
1746468684206,25.253389452397048
1746468684266,30.300547099220033
1746468684328,38.34428368810261
1746468684387,49.18024030776808
1746468684447,62.47687333196036
1746468684507,77.40282377028652
1746468684567,94.62426110587644
1746468684627,114.75375787104399
1746468684686,136.81204025505014
1746468684748,160.01360832315075
1746468684807,184.37057223925217
1746468684866,208.63154872853383
1746468684927,234.1625904564269
1746468684988,259.56207811695623
1746468685047,285.338138487863
1746468685106,310.7670641355308
1746468685169,337.26868800864435
1746468685227,365.09234564067975
1746468685287,393.32327388771915
1746468685347,422.5298187344024
1746468685408,449.63855357615563
1746468685466,475.76868403286954
1746468685527,498.9558929700116
1746468685587,520.4624736163347
1746468685647,541.7636070805218
1746468685706,563.0473388852224
1746468685767,584.7401390236555
1746468685828,605.6487131002398
1746468685886,626.491515621754
1746468685946,648.1658718780276
1746468686007,672.8117079330448
1746468686071,698.8985082619582
1746468686128,723.3079775354494
1746468686186,747.0581777402953
1746468686247,771.5985764284203
1746468686307,795.9947800095414
1746468686367,822.7434160874284
1746468686426,852.8104150416134
1746468686487,883.2395613308823
1746468686546,913.1842750389721
1746468686606,944.1245569694327
1746468686666,973.0839760708128
1746468686729,1000.2632410733904
1746468686788,1030.143383906312
1746468686846,1056.763272749299
1746468686908,1076.9996880863462
1746468686967,1092.0142954464952
1746468687026,1101.3794211056088
1746468687088,1102.698391337246
1746468687147,1099.4954689618967
1746468687207,1088.1278257043082
1746468687267,1064.354739540264
1746468687327,1029.8718192588933
1746468687388,987.9733206503677
1746468687447,941.7161983174792
1746468687506,890.3779772014301
1746468687568,835.0130946535137
1746468687626,774.590367911959
1746468687687,713.3459363415642
1746468687746,653.4690440998974
1746468687808,597.9434367394085
1746468687866,547.0542239600064
1746468687927,499.8297950871421
1746468687986,461.4636762988274
1746468688047,434.0208917523893
1746468688107,419.6393394975098
1746468688166,420.5862943073247
1746468688228,441.0599715925408
1746468688286,486.04140153082307
1746468688347,561.6146911394194
1746468688407,665.2323365906483
1746468688468,795.6092914783851
1746468688527,943.7007328946995
1746468688586,1099.5428609061446
1746468688649,1255.6965105299166
1746468688706,1393.13072568195
1746468688766,1491.5917190331118
1746468688827,1529.745131034355
1746468688887,1512.6067143687308
1746468688947,1441.205870445839
1746468689007,1315.4424449772873
1746468689066,1150.7571143479001
1746468689127,965.6949835670852
1746468689186,781.6943426540661
1746468689248,618.7062642882
1746468689308,496.5725422331548
1746468689366,412.4732268251569
1746468689426,355.1735910697968
1746468689486,314.1239791570578
1746468689549,282.331962789552
1746468689607,254.7886682030412
1746468689667,231.24501001584963
1746468689727,211.26072512682896
1746468689787,194.35252074188693
1746468689847,179.87327999207236
1746468689908,167.05557630378075
1746468689968,156.05515402863136
1746468690026,147.23716297171055
1746468690086,140.93591280227452
1746468690147,137.29056216859695
1746468690209,136.20964439796583
1746468690266,137.3717239731027
1746468690327,141.5295120759215
1746468690387,149.53698059466328
1746468690447,161.14505938544056
1746468690509,176.26040491014564
1746468690568,193.17504646850708
1746468690628,213.36619324113403
1746468690686,236.89761745362662
1746468690746,263.82175240435095
1746468690806,294.4462653981874
1746468690868,327.064774346181
1746468690927,358.5649478693821
1746468690986,388.4954266606688
1746468691048,418.63829114470815
1746468691106,447.9948135882564
1746468691167,476.96773204847614
1746468691227,502.7460761823002
1746468691288,523.1124570263569
1746468691346,538.267947808848
1746468691407,549.3792960920094
1746468691468,554.8908176997093
1746468691527,554.4790195411757
1746468691587,547.3691758179489
1746468691649,533.2698914467628
1746468691708,514.7099843012348
1746468691767,494.3335865641486
1746468691827,472.2576432754484
1746468691886,450.3224305410972
1746468691947,430.1345001664177
1746468692007,411.8298679705324
1746468692066,394.41316190291803
1746468692127,376.9754827536148
1746468692187,360.33961986307645
1746468692247,343.5604584115388
1746468692306,327.09730424169607
1746468692369,311.01774307148395
1746468692428,295.68934653132015
1746468692487,280.97415264038216
1746468692546,267.68744831858703
1746468692607,255.69804446994735
1746468692666,244.674753088986
1746468692729,235.64403803323432
1746468692788,229.30587198530475
1746468692847,226.35091022159313
1746468692907,227.7440556316775
1746468692967,235.27345313371495
1746468693028,249.28184579790283
1746468693088,268.50120738999414
1746468693146,290.3150926125912
1746468693207,313.8683605894699
1746468693268,339.0117452281466
1746468693327,365.39431582854513
1746468693388,393.00086659983936
1746468693448,418.96610703548794
1746468693506,444.2532280686702
1746468693566,470.4109930492509
1746468693626,499.30512243797716
1746468693687,526.5334263179083
1746468693750,549.1215285797904
